"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00155097","1985-03","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","10.0","0","9.2","1,0","17",",0","8",",0","0",",0","0",",0","0",",0","0",",0","11",",0","0","1,0","8","1,0","0","1,0","3","","2","","-6.1",",0,06,","0",",,0,31,+","0",",,0,31,+","16.5",",,0,31,","27.8","1,0,28,","1864.4","0","","","","","223.4","1,0","","","","","","","","","","","","","","","","","","","","","75.7",",,,0","0",",,,0","11.16","1,0","17.63","1,,,0","4.69",",,,0","",""
"USC00155097","1985-04","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","36.3","0","26.3",",0","7",",0","3",",0","1",",0","0",",0","0",",0","0",",0","4",",0","0",",0","22",",0","0",",0","2","","3","","-5.0",",0,09,","0",",,0,30,+","0",",,0,30,+","45.7",",,0,27,","31.1",",0,22,","1962.5","0","","","","","98.1",",0","","","","","","","","","","","","","","","","","","","","","65.5",",,,0","0",",,,0","15.94",",0","23.10",",,,0","8.78",",,,0","",""
"USC00155097","1985-05","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","89.3","0","53.0","4,0","8",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0","4,0","25","4,0","0","4,0","","","2","","3.9",",0,18,","0",",,0,31,+","0",",,0,31,+","31.8",",,0,22,","30.6","4,0,15,+","1988.0","0","","","","","25.5","4,0","","","","","","","","","","","","","","","","","","","","","112.3",",,,0","0",",,,0","19.54","4,0","26.40","4,,,0","12.67",",,,0","",""
"USC00155097","1985-06","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","207.8","0","118.5","3,0","11",",0","10",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0","3,0","27","3,0","2","3,0","","","5","","5.0",",0,13,","0",",,0,30,+","0",",,0,30,+","27.9",",,0,04,","33.3","3,0,24,","1996.1","0","","","","","8.1","3,0","","","","","","","","","","","","","","","","","","","","","121.5",",,,0","0",",,,0","22.42","3,0","29.13","3,,,0","15.72",",,,0","",""
"USC00155097","1985-07","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","407.0","0","199.2","1,0","7",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","30","1,0","18","1,0","","","3","","12.8",",0,17,","0",",,0,31,+","0",",,0,31,+","67.3",",,0,26,","34.4","1,0,14,+","0.0","0","","","","","0.0","1,0","","","","","","","","","","","","","","","","","","","","","118.0",",,,0","0",",,,0","24.92","1,0","31.68","1,,,0","18.16",",,,0","",""
"USC00155097","1985-08","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","561.3","0","154.3","1,0","15",",0","10",",0","2",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","6",",0","5","","11","","10.6","1,0,27,","0",",,0,31,+","0",",,0,31,+","45.5",",,0,25,","33.9",",0,13,+","0.0","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","176.7",",,,0","0",",,,0","23.42","1,0","29.23",",,,0","17.62","1,,,0","",""
"USC00155097","1985-09","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","642.1","0","80.8","2,0","6",",0","4",",0","2",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","28","1,0","3","1,0","","","3","","3.3","1,0,29,","0",",,0,30,+","0",",,0,30,+","34.8",",,0,30,","33.3","1,0,09,+","27.2","0","","","","","27.2","1,0","","","","","","","","","","","","","","","","","","","","","83.9",",,,0","0",",,,0","20.21","2,0","28.00","1,,,0","12.41","1,,,0","",""
"USC00155097","1985-10","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","673.2","0","31.1","1,0","11",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","21","1,0","0","1,0","2","","1","","1.1",",0,02,","0",",,0,31,+","0",",,0,31,+","18.8",",,0,23,","29.4","1,0,12,","95.1","0","","","","","67.9","1,0","","","","","","","","","","","","","","","","","","","","","87.5",",,,0","0",",,,0","17.02","1,0","23.10","1,,,0","10.95",",,,0","",""
"USC00155097","1985-11","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","679.1","0","5.9",",0","14",",0","9",",0","1",",0","0",",0","0",",0","0",",0","3",",0","0",",0","10",",0","0",",0","","","","","-2.2",",0,23,+","0",",,0,30,+","0",",,0,30,+","33.0",",,0,28,","25.6",",0,18,","265.9","0","","","","","170.8",",0","","","","","","","","","","","","","","","","","","","","","127.7",",,,0","0",",,,0","12.84",",0","17.33",",,,0","8.34",",,,0","",""
"USC00155097","1985-12","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","679.1","0","0.0","4,0","7",",0","3",",0","1",",0","2",",0","1",",0","2",",0","25",",0","5","4,0","0","4,0","0","4,0","1","","","","-18.3",",0,21,","102",",,0,20,","102",",,0,20,","26.4",",,0,11,","17.2","4,0,10,","749.7","0","","","","","483.8","4,0","","","","","","","","","","","","","","","","","","","","","50.2",",,,0","102",",,,0","0.27","4,0","6.83","4,,,0","-6.29",",,,0","",""
"USC00155097","1986-01","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","0.0","0","0.0",",0","5",",0","2",",0","0",",0","1",",0","0",",0","2",",0","23",",0","2",",0","1",",0","0",",0","1","","","","-18.9",",0,28,","25",",,0,28,","8",",,0,28,","19.3",",,0,19,","21.7",",0,21,","1236.3","0","","","","","486.6",",0","","","","","","","","","","","","","","","","","","","","","27.2",",,,0","8",",,,0","2.64",",0","9.79",",,,0","-4.52",",,,0","",""
"USC00155097","1986-02","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","0.0","0","0.0","1,0","14","3,0","9","3,0","1","3,0","6","2,0","3","1,0","2",",0","13",",0","6","1,0","3","1,0","0","1,0","2","","1","","-18.9",",0,14,+","229","2,,0,15,+","135","1,,0,14,","29.5","3,,0,06,","22.8","1,0,20,","1598.2","0","","","","","361.9","1,0","","","","","","","","","","","","","","","","","","","","","109.2","1,a,,0","326","1,,,0","4.95","1,0","10.22","1,,,0","-0.33",",,,0","",""
"USC00155097","1986-03","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","1.5","0","1.5","1,0","12",",0","5",",0","2",",0","0",",0","0",",0","0",",0","12",",0","0","1,0","10","1,0","0","1,0","","","","","-11.7",",0,01,","0",",,0,31,+","0",",T,0,20,+","40.1",",,0,13,","28.9","1,0,31,","1858.0","0","","","","","259.8","1,0","","","","","","","","","","","","","","","","","","","","","91.3",",,,0","0",",T,,0","9.77","1,0","17.45","1,,,0","2.09",",,,0","",""
"USC00155097","1986-04","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","20.0","0","18.5","5,0","7",",0","3",",0","1",",0","0",",0","0",",0","0",",0","3",",0","0","5,0","19","5,0","0","5,0","","","","","-4.4",",0,23,","0",",,0,30,+","0",",,0,30,+","28.7",",,0,20,","31.1","5,0,27,","1946.6","0","","","","","88.6","5,0","","","","","","","","","","","","","","","","","","","","","39.8",",,,0","0",",,,0","15.65","5,0","23.49","5,,,0","7.81",",,,0","",""
"USC00155097","1986-05","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","","","","","14",",0","8",",0","1",",0","0",",0","0",",0","0","4,0","1","4,0","","","","","","","1","","","","0.0","4,0,04,","0",",,0,31,+","0",",,0,31,+","25.9",",,0,15,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","109.3",",,,0","0",",,,0","","","","","11.58","4,,,0","",""
"USC00155097","1986-06","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","","","141.4","3,0","8",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0","3,0","27","3,0","7","3,0","","","5","","10.0",",0,18,","0",",,0,30,+","0",",,0,30,+","19.3",",,0,10,","34.4","3,0,22,","","","","","","","0.0","3,0","","","","","","","","","","","","","","","","","","","","","74.8",",,,0","0",",,,0","23.66","3,0","30.17","3,,,0","17.16",",,,0","",""
"USC00155097","1986-07","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","","","261.0",",0","7",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","24",",0","1","","2","","12.2",",0,04,","0",",,0,31,+","0",",,0,31,+","27.9",",,0,31,","37.8",",0,18,","0.0","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","55.9",",,,0","0",",,,0","26.75",",0","33.86",",,,0","19.65",",,,0","",""
"USC00155097","1986-08","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","","","138.7",",0","12",",0","9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","5",",0","2","","6","","3.9",",0,29,","0",",,0,31,+","0",",,0,31,+","20.3",",,0,07,","33.3",",0,26,","7.2","0","","","","","7.2",",0","","","","","","","","","","","","","","","","","","","","","108.5",",,,0","0",",,,0","22.57",",0","29.25",",,,0","15.90",",,,0","",""
"USC00155097","1986-09","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","","","128.8",",0","9",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","3",",0","4","","4","","4.4",",0,09,","0",",,0,30,+","0",",,0,30,+","84.6",",,0,19,","32.2",",0,29,+","11.4","0","","","","","4.2",",0","","","","","","","","","","","","","","","","","","","","","195.2",",,,0","0",",,,0","22.49",",0","28.55",",,,0","16.42",",,,0","",""
"USC00155097","1986-10","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","","","22.7","1,0","12",",0","7",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0","1,0","13","1,0","0","1,0","4","","1","","-0.6",",0,15,","0",",,0,31,+","0",",,0,31,+","24.1",",,0,25,","30.0","1,0,02,","141.4","0","","","","","130.0","1,0","","","","","","","","","","","","","","","","","","","","","68.6",",,,0","0",",,,0","14.87","1,0","21.16","1,,,0","8.57",",,,0","",""
"USC00155097","1986-11","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","","","0.0","3,0","12",",0","8",",0","3",",0","0",",0","0",",0","0","1,0","4","1,0","0","2,0","1","2,0","0","2,0","7","","","","-12.2","1,0,14,","0",",,0,30,+","0",",,0,30,+","87.4",",,0,08,","23.3","2,0,01,","400.3","0","","","","","258.9","2,0","","","","","","","","","","","","","","","","","","","","","213.4",",,,0","0",",,,0","8.53","3,0","12.82","2,,,0","4.23","1,,,0","",""
"USC00155097","1986-12","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","","","0.0","1,0","10",",0","7",",0","2",",0","0",",0","0",",0","0","1,0","19","1,0","0",",0","0",",0","0",",0","1","","","","-9.4","1,0,14,","0",",,0,31,+","0",",,0,31,+","63.8",",,0,09,","16.1",",0,09,","854.0","0","","","","","453.7",",0","","","","","","","","","","","","","","","","","","","","","143.5",",,,0","0",",,,0","3.14","1,0","7.46",",,,0","-1.18","1,,,0","",""
"USC00155097","1987-01","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","0.0","0","0.0","3,0","8",",0","3",",0","0",",0","5",",0","2","1,0","1","1,0","22","1,0","5","2,0","0","2,0","0","2,0","1","","","","-18.3","1,0,27,","76",",,0,25,","33","1,,0,25,+","15.2",",,0,18,","15.0","2,0,06,","1342.9","0","","","","","488.9","2,0","","","","","","","","","","","","","","","","","","","","","33.4",",,,0","74","1,,,0","1.17","3,0","5.72","2,,,0","-3.39","1,,,0","",""
"USC00155097","1987-02","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","0.0","0","0.0","1,0","5",",0","3",",0","1",",0","0","1,0","1",",0","0",",0","18",",0","0","1,0","0","1,0","0","1,0","1","","","","-8.3",",0,09,","0","1,,0,28,+","51",",,0,18,","50.5",",,0,28,","16.1","1,0,12,+","1704.8","0","","","","","361.9","1,0","","","","","","","","","","","","","","","","","","","","","94.5",",,,0","51",",,,0","4.89","1,0","9.83","1,,,0","-0.05",",,,0","",""
"USC00155097","1987-03","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","0.0","0","0.0","1,0","7",",0","6",",0","2",",0","1","1,0","1",",0","0",",0","9",",0","0","1,0","6","1,0","0","1,0","","","2","","-6.7",",0,11,","76","1,,0,30,","76",",,0,30,","33.0",",,0,31,","26.1","1,0,29,","1957.9","0","","","","","253.1","1,0","","","","","","","","","","","","","","","","","","","","","92.2",",,,0","76",",,,0","9.99","1,0","16.72","1,,,0","3.26",",,,0","",""
"USC00155097","1987-04","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","8.6","0","8.6","1,0","11",",0","7",",0","1",",0","0",",0","0",",0","0",",0","6",",0","0","1,0","15","1,0","0","1,0","1","","3","","-5.0",",0,05,","0",",,0,30,+","0",",T,0,04,","26.9",",,0,14,","30.6","1,0,22,","2120.3","0","","","","","162.4","1,0","","","","","","","","","","","","","","","","","","","","","58.5",",,,0","0",",T,,0","13.06","1,0","20.59","1,,,0","5.52",",,,0","",""
"USC00155097","1987-05","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","110.9","0","102.3","3,0","8",",0","5",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0","2,0","29","2,0","2","2,0","","","7","","5.0","1,0,06,","0",",,0,31,+","0",",,0,31,+","37.6",",,0,04,","32.2","2,0,29,+","2137.5","0","","","","","17.2","2,0","","","","","","","","","","","","","","","","","","","","","84.7",",,,0","0",",,,0","21.45","3,0","28.63","2,,,0","14.28","1,,,0","",""
"USC00155097","1987-06","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","277.8","0","166.9",",0","7",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","7",",0","3","","7","","10.0",",0,06,","0",",,0,30,+","0",",,0,30,+","27.2",",,0,01,","34.4",",0,03,","2137.5","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","69.6",",,,0","0",",,,0","23.90",",0","30.56",",,,0","17.23",",,,0","",""
"USC00155097","1987-07","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","486.1","0","208.3",",0","11",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","15",",0","","","8","","12.2",",0,15,","0",",,0,31,+","0",",,0,31,+","48.8",",,0,07,","33.9",",0,26,+","0.0","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","139.5",",,,0","0",",,,0","25.05",",0","31.18",",,,0","18.93",",,,0","",""
"USC00155097","1987-08","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","702.1","0","216.0","1,0","7",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","30","1,0","21","1,0","2","","5","","12.2",",0,30,","0",",,0,31,+","0",",,0,31,+","55.1",",,0,17,","36.1","1,0,03,","0.0","0","","","","","0.0","1,0","","","","","","","","","","","","","","","","","","","","","74.1",",,,0","0",",,,0","25.55","1,0","32.48","1,,,0","18.62",",,,0","",""
"USC00155097","1987-09","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","796.9","0","94.8",",0","8",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","4",",0","3","","6","","6.1",",0,02,","0",",,0,30,+","0",",,0,30,+","54.9",",,0,07,","36.1",",0,15,","13.0","0","","","","","13.0",",0","","","","","","","","","","","","","","","","","","","","","117.8",",,,0","0",",,,0","21.06",",0","28.58",",,,0","13.53",",,,0","",""
"USC00155097","1987-10","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","797.8","0","0.9",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","15",",0","0",",0","1","","","","-6.1",",0,22,","0",",,0,31,+","0",",,0,31,+","5.6",",,0,20,","27.8",",0,31,","208.7","0","","","","","195.7",",0","","","","","","","","","","","","","","","","","","","","","10.7",",,,0","0",",,,0","12.05",",0","19.91",",,,0","4.19",",,,0","",""
"USC00155097","1987-11","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","798.1","0","0.3","3,0","5",",0","4",",0","1",",0","0",",0","0",",0","0",",0","8",",0","0","3,0","10","3,0","0","3,0","","","","","-8.9",",0,21,","0",",,0,30,+","0",",,0,30,+","25.9",",,0,17,","28.3","3,0,01,","414.6","0","","","","","205.9","3,0","","","","","","","","","","","","","","","","","","","","","81.5",",,,0","0",",,,0","10.84","3,0","17.70","3,,,0","3.99",",,,0","",""
"USC00155097","1987-12","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","798.1","0","0.0","2,0","15",",0","10",",0","2",",0","0",",0","0",",0","0","2,0","13","2,0","0",",0","0",",0","0",",0","","","","","-8.3","2,0,30,","0",",,0,31,+","0",",,0,31,+","69.1",",,0,25,","18.9",",0,08,","781.6","0","","","","","367.0",",0","","","","","","","","","","","","","","","","","","","","","222.1",",,,0","0",",,,0","5.67","2,0","10.52",",,,0","0.82","2,,,0","",""
"USC00155097","1988-01","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","0.0","0","0.0",",0","7","1,0","5","1,0","1","1,0","","","1",",0","0",",0","23",",0","9",",0","0",",0","0",",0","3","","3","","-15.6",",0,06,","","","38",",,0,07,","66.0","1,,0,19,","17.8",",0,30,","1341.6","0","","","","","560.0",",0","","","","","","","","","","","","","","","","","","","","","100.8","1,,,0","38",",,,0","0.27",",0","5.30",",,,0","-4.76",",,,0","",""
"USC00155097","1988-02","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","0.0","0","0.0","1,0","10",",0","8",",0","1",",0","3",",0","2",",0","1",",0","20",",0","3","1,0","0","1,0","0","1,0","2","","","","-18.3",",0,07,","178",",,0,12,","152",",,0,11,","36.8",",,0,02,","17.8","1,0,23,+","1786.6","0","","","","","445.0","1,0","","","","","","","","","","","","","","","","","","","","","106.7",",,,0","177",",,,0","2.52","1,0","9.03","1,,,0","-3.99",",,,0","",""
"USC00155097","1988-03","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","0.8","0","0.8",",0","12",",0","9",",0","1",",0","0",",0","0",",0","0",",0","14",",0","0",",0","8",",0","0",",0","","","2","","-8.3",",0,19,+","0",",T,0,15,+","0",",T,0,15,+","36.3",",,0,04,","26.7",",0,29,+","2075.9","0","","","","","289.3",",0","","","","","","","","","","","","","","","","","","","","","95.9",",,,0","0",",T,,0","9.03",",0","16.29",",,,0","1.76",",,,0","",""
"USC00155097","1988-04","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","14.1","0","13.3","1,0","4",",0","3",",0","1",",0","0",",0","0",",0","0",",0","2",",0","0","1,0","18","1,0","0","1,0","","","1","","-2.8",",0,20,","0",",,0,30,+","0",",,0,30,+","30.2",",,0,06,","31.7","1,0,05,","2216.4","0","","","","","140.5","1,0","","","","","","","","","","","","","","","","","","","","","61.3",",,,0","0",",,,0","13.97","1,0","22.15","1,,,0","5.79",",,,0","",""
"USC00155097","1988-05","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","54.9","0","40.8","1,0","6",",0","5",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","28","1,0","0","1,0","","","","","2.8","1,0,26,","0",",,0,31,+","0",",,0,31,+","18.5",",,0,10,","31.7","1,0,31,","2257.4","0","","","","","41.0","1,0","","","","","","","","","","","","","","","","","","","","","63.3",",,,0","0",",,,0","18.33","1,0","26.80","1,,,0","9.86","1,,,0","",""
"USC00155097","1988-06","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","197.5","0","142.6","2,0","2",",0","1",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","29","1,0","18","1,0","","","","","5.0","1,0,11,+","0",",,0,30,+","0",",,0,30,+","31.0",",,0,09,","37.8","1,0,26,+","2270.2","0","","","","","12.8","1,0","","","","","","","","","","","","","","","","","","","","","32.0",",,,0","0",",,,0","22.91","2,0","32.08","1,,,0","13.75","1,,,0","",""
"USC00155097","1988-07","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","423.4","0","225.9","1,0","10",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","30","1,0","19","1,0","","","10","","8.3",",0,02,","0",",,0,31,+","0",",,0,31,+","56.4",",,0,20,","40.0","1,0,08,","0.0","0","","","","","0.0","1,0","","","","","","","","","","","","","","","","","","","","","153.8",",,,0","0",",,,0","25.72","1,0","33.08","1,,,0","18.36",",,,0","",""
"USC00155097","1988-08","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","630.0","0","206.6","2,0","8",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0","2,0","29","2,0","17","2,0","1","","6","","8.9",",0,30,","0",",,0,31,+","0",",,0,31,+","35.3",",,0,20,","37.8","2,0,17,","2.2","0","","","","","2.2","2,0","","","","","","","","","","","","","","","","","","","","","139.9",",,,0","0",",,,0","25.46","2,0","31.77","2,,,0","19.15",",,,0","",""
"USC00155097","1988-09","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","713.6","0","83.6",",0","","","","","","","","","","","0",",0","0",",0","0",",0","29",",0","0",",0","","","","","5.0",",0,07,","","","","","","","31.1",",0,14,+","15.8","0","","","","","13.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","20.67",",0","26.59",",,,0","14.74",",,,0","",""
"USC00155097","1988-10","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","718.6","0","5.0","2,0","10","2,0","4","2,0","0","2,0","0",",0","0",",0","0","1,0","12","1,0","0","1,0","6","1,0","0","1,0","","","2","","-3.3","1,0,27,+","0",",,0,31,+","0",",,0,31,+","8.4","2,,0,23,","26.7","1,0,01,","239.0","0","","","","","223.2","1,0","","","","","","","","","","","","","","","","","","","","","26.5","2,,,0","0",",,,0","10.65","2,0","17.92","1,,,0","3.39","1,,,0","",""
"USC00155097","1988-11","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","718.6","0","0.0","4,0","14",",0","10",",0","4",",0","0",",0","0",",0","0",",0","11",",0","0","4,0","2","4,0","0","4,0","3","","6","","-5.0",",0,29,","0",",,0,30,+","0",",,0,30,+","73.7",",,0,19,","22.2","4,0,09,","466.5","0","","","","","227.5","4,0","","","","","","","","","","","","","","","","","","","","","213.9",",,,0","0",",,,0","9.43","4,0","16.15","4,,,0","2.70",",,,0","",""
"USC00155097","1988-12","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","718.6","0","0.0",",0","8",",0","4",",0","3",",0","0","1,0","0","1,0","0",",0","23",",0","0",",0","0",",0","0",",0","1","","1","","-12.2",",0,12,","0","1,,0,31,+","0","1,T,0,13,+","43.9",",,0,24,","17.2",",0,28,+","903.8","0","","","","","437.3",",0","","","","","","","","","","","","","","","","","","","","","113.2",",,,0","0","1,T,,0","4.23",",0","11.21",",,,0","-2.76",",,,0","",""
"USC00155097","1989-01","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","0.0","0","0.0","1,0","12",",0","9",",0","1",",0","0",",0","0",",0","0",",0","20",",0","0","1,0","0","1,0","0","1,0","","","2","","-6.1",",0,22,+","0",",,0,31,+","0",",,0,31,+","42.4",",,0,14,","20.6","1,0,25,","1282.4","0","","","","","378.6","1,0","","","","","","","","","","","","","","","","","","","","","138.8",",,,0","0",",,,0","5.62","1,0","11.61","1,,,0","-0.38",",,,0","",""
"USC00155097","1989-02","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","0.0","0","0.0","4,0","12",",0","7",",0","5",",0","0",",0","1",",0","0","1,0","19","1,0","6","3,0","0","3,0","0","3,0","4","","","","-16.1","1,0,09,","0",",,0,28,+","38",",,0,27,","81.0",",,0,14,","16.7","3,0,02,","1691.4","0","","","","","409.0","3,0","","","","","","","","","","","","","","","","","","","","","306.9",",,,0","38",",,,0","1.47","4,0","6.12","3,,,0","-3.19","1,,,0","",""
"USC00155097","1989-03","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","6.7","0","6.7","2,0","9",",0","8",",0","2",",0","0",",0","0",",0","0",",0","10",",0","0","2,0","12","2,0","0","2,0","","","","","-6.1",",0,01,","0",",,0,31,+","0",",T,0,07,","69.9",",,0,05,","28.3","2,0,28,","1938.4","0","","","","","247.0","2,0","","","","","","","","","","","","","","","","","","","","","174.7",",,,0","0",",T,,0","10.05","2,0","17.30","2,,,0","2.81",",,,0","",""
"USC00155097","1989-04","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","43.7","0","37.0",",0","10",",0","4",",0","1",",0","0",",0","0",",0","0",",0","7",",0","0",",0","15",",0","2",",0","","","5","","-6.1",",0,11,","0",",,0,30,+","0",",,0,30,+","36.1",",,0,04,","32.2",",0,28,+","2111.4","0","","","","","173.0",",0","","","","","","","","","","","","","","","","","","","","","70.9",",,,0","0",",,,0","13.80",",0","21.02",",,,0","6.58",",,,0","",""
"USC00155097","1989-05","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","80.2","0","36.5","1,0","12",",0","9",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0","1,0","20","1,0","0","1,0","1","","2","","0.0",",0,12,","0",",,0,31,+","0",",,0,31,+","42.2",",,0,20,","31.1","1,0,31,","2214.7","0","","","","","103.3","1,0","","","","","","","","","","","","","","","","","","","","","128.3",",,,0","0",",,,0","16.11","1,0","22.95","1,,,0","9.27",",,,0","",""
"USC00155097","1989-06","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","194.0","0","113.8","1,0","9","4,0","7","4,0","2","4,0","0",",0","0",",0","0",",0","0",",0","0","1,0","28","1,0","5","1,0","","","3","","7.2",",0,17,","0",",,0,30,+","0",",,0,30,+","78.7","4,,0,12,","32.8","1,0,29,","2218.3","0","","","","","3.6","1,0","","","","","","","","","","","","","","","","","","","","","215.4",",a,,0","0",",,,0","22.10","1,0","28.12","1,,,0","16.09",",,,0","",""
"USC00155097","1989-07","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","371.5","0","177.5",",0","9",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","8",",0","4","","6","","12.2",",0,18,+","0",",,0,31,+","0",",,0,31,+","77.2",",,0,03,","33.3",",0,29,+","0.0","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","164.8",",,,0","0",",,,0","24.06",",0","29.96",",,,0","18.15",",,,0","",""
