"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HN03","HN03_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","HX03","HX03_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LN03","LN03_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","LX03","LX03_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MN03","MN03_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","MX03","MX03_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00118324","2002-06","42.02556","-88.17833","249.6","STREAMWOOD, IL US","140.0","0","103.0","2,0","7",",0","4",",0","2",",0","0",",0","0",",0","0","2,0","0","2,0","0",",0","26",",0","10",",0","2","","4","","6.7","2,0,06,","0",",,0,30,+","0",",,0,30,+","49.5",",,0,04,","35.6",",0,25,+","3513.2","0","","","","","","","16.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","107.2",",,,0","0",",,,0","21.46","2,0","28.61",",,,0","14.31","2,,,0","",""
"USC00118324","2002-07","42.02556","-88.17833","249.6","STREAMWOOD, IL US","343.8","0","203.8",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","19",",0","2","","2","","10.0",",0,14,","0",",,0,31,+","0",",,0,31,+","21.8",",,0,09,","37.8",",0,22,","0.0","0","","","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.9",",,,0","0",",,,0","24.91",",0","32.19",",,,0","17.62",",,,0","",""
"USC00118324","2002-08","42.02556","-88.17833","249.6","STREAMWOOD, IL US","480.4","0","136.6",",0","9",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","7",",0","6","","6","","10.6",",0,19,+","0",",,0,31,+","0",",,0,31,+","80.8",",,0,22,","36.7",",0,02,+","0.3","0","","","","","","","0.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","185.3",",,,0","0",",,,0","22.73",",0","29.95",",,,0","15.50",",,,0","",""
"USC00118324","2002-09","42.02556","-88.17833","249.6","STREAMWOOD, IL US","543.2","0","62.8","1,0","8",",0","6",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","27",",0","3",",0","10","","","","3.3","1,0,24,+","0",",,0,30,+","0",",,0,30,+","19.1",",,0,20,","35.0",",0,09,","37.0","0","","","","","","","36.7",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.2",",,,0","0",",,,0","19.20","1,0","27.31",",,,0","11.09","1,,,0","",""
"USC00118324","2002-10","42.02556","-88.17833","249.6","STREAMWOOD, IL US","552.9","0","9.7",",0","10",",0","4",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","11",",0","0",",0","3","","1","","-3.3",",0,21,+","0",",,0,31,+","0",",,0,31,+","16.0",",,0,05,","30.6",",0,01,","308.9","0","","","","","","","271.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.7",",,,0","0",",,,0","9.88",",0","15.71",",,,0","4.04",",,,0","",""
"USC00118324","2002-11","42.02556","-88.17833","249.6","STREAMWOOD, IL US","552.9","0","0.0","1,0","11",",0","3",",0","0",",0","5",",0","1",",0","0","1,0","24","1,0","2",",0","0",",0","0",",0","","","1","","-11.7","1,0,28,","51",",,0,28,+","46",",,0,27,","5.1",",,0,19,","18.3",",0,10,+","776.9","0","","","","","","","468.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.9",",,,0","84",",,,0","2.31","1,0","8.00",",,,0","-3.39","1,,,0","",""
"USC00118324","2002-12","42.02556","-88.17833","249.6","STREAMWOOD, IL US","552.9","0","0.0",",0","6",",0","2",",0","0",",0","12",",0","2",",0","0",",0","30",",0","9",",0","0",",0","0",",0","1","","","","-15.6",",0,09,+","51",",,0,25,+","46",",,0,25,","6.9",",,0,19,","15.6",",0,31,","1413.8","0","","","","","","","636.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.1",",,,0","107",",,,0","-2.21",",0","3.26",",,,0","-7.68",",,,0","",""
"USC00118324","2003-01","42.02556","-88.17833","249.6","STREAMWOOD, IL US","0.0","0","0.0",",0","6",",0","1",",0","0",",0","9",",0","1",",0","4",",0","30",",0","20",",0","0",",0","0",",0","1","","","","-22.8",",0,27,","51",",,0,31,+","43",",,0,29,","4.3",",,0,29,","12.8",",0,09,","2206.4","0","","","","","","","792.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.9",",,,0","122",",,,0","-7.24",",0","-2.05",",,,0","-12.43",",,,0","",""
"USC00118324","2003-02","42.02556","-88.17833","249.6","STREAMWOOD, IL US","0.0","0","0.0","2,0","7",",0","1",",0","0",",0","7",",0","0",",0","3","2,0","25","2,0","13",",0","0",",0","0",",0","2","","","","-21.7","2,0,25,","25",",,0,27,+","20",",,0,24,","3.3",",,0,01,","12.2",",0,22,+","2826.4","0","","","","","","","620.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.0",",,,0","51",",,,0","-5.51","2,0","0.68",",,,0","-11.70","2,,,0","",""
"USC00118324","2003-03","42.02556","-88.17833","249.6","STREAMWOOD, IL US","0.0","0","0.0","1,0","12",",0","5",",0","0",",0","9",",0","1",",0","1","1,0","19","1,0","5",",0","2",",0","0",",0","5","","","","-18.3","1,0,10,","102",",,0,06,+","71",",,0,05,","8.1",",,0,29,","25.0",",0,18,","3309.8","0","","","","","","","483.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.9",",,,0","105",",,,0","2.23","1,0","8.99",",,,0","-4.54","1,,,0","",""
"USC00118324","2003-04","42.02556","-88.17833","249.6","STREAMWOOD, IL US","1.7","0","1.7","1,0","11",",0","5",",0","0",",0","3",",0","1",",0","0","1,0","14","1,0","0",",0","9",",0","0",",0","2","","2","","-11.1","1,0,05,","51",",,0,08,+","48",",,0,07,","19.1",",,0,04,","31.1",",0,16,","3611.1","0","","","","","","","301.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.1",",,,0","53",",,,0","8.03","1,0","15.86",",,,0","0.21","1,,,0","",""
"USC00118324","2003-05","42.02556","-88.17833","249.6","STREAMWOOD, IL US","4.2","0","2.5","1,0","12",",0","11",",0","4",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","14",",0","0",",0","3","","9","","0.6","1,0,04,","0",",,0,31,+","0",",,0,31,+","66.5",",,0,01,","30.0",",0,10,","3753.2","0","","","","","","","142.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","220.5",",,,0","0",",,,0","13.74","1,0","20.31",",,,0","7.17","1,,,0","",""
"USC00118324","2003-06","42.02556","-88.17833","249.6","STREAMWOOD, IL US","61.5","0","57.3",",0","8",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","5",",0","3","","","","1.1",",0,01,","0",",,0,30,+","0",",,0,30,+","16.0",",,0,04,","36.1",",0,25,","3796.6","0","","","","","","","43.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.6",",,,0","0",",,,0","18.80",",0","26.36",",,,0","11.24",",,,0","",""
"USC00118324","2003-07","42.02556","-88.17833","249.6","STREAMWOOD, IL US","180.1","0","118.6",",0","14",",0","10",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","7",",0","2","","3","","8.9",",0,24,","0",",,0,31,+","0",",,0,31,+","21.8",",,0,15,","35.6",",0,05,","2.5","0","","","","","","","2.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.4",",,,0","0",",,,0","22.08",",0","29.83",",,,0","14.33",",,,0","",""
"USC00118324","2003-08","42.02556","-88.17833","249.6","STREAMWOOD, IL US","329.2","0","149.1",",0","12",",0","6",",0","1",",0","0","1,0","0",",0","0",",0","0",",0","0",",0","31",",0","9",",0","6","","4","","12.2",",0,23,","0","1,,0,31,+","0",",T,0,02,","26.9",",,0,02,","36.7",",0,22,","2.5","0","","","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.5",",,,0","0",",T,,0","23.14",",0","30.26",",,,0","16.02",",,,0","",""
"USC00118324","2003-09","42.02556","-88.17833","249.6","STREAMWOOD, IL US","370.3","0","41.1",",0","12",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","1",",0","3","","1","","2.2",",0,29,","0",",,0,30,+","0",",,0,30,+","14.5",",,0,27,","32.8",",0,08,","76.4","0","","","","","","","73.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.5",",,,0","0",",,,0","17.24",",0","24.76",",,,0","9.72",",,,0","",""
"USC00118324","2003-10","42.02556","-88.17833","249.6","STREAMWOOD, IL US","372.5","0","2.2","2,0","8",",0","5",",0","0",",0","0",",0","0",",0","0","2,0","9","2,0","0",",0","11",",0","0",",0","2","","1","","-4.4","2,0,02,","0",",,0,31,+","0",",,0,31,+","12.7",",,0,15,","30.0",",0,21,","314.7","0","","","","","","","238.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.0",",,,0","0",",,,0","10.24","2,0","17.96",",,,0","2.52","2,,,0","",""
"USC00118324","2003-11","42.02556","-88.17833","249.6","STREAMWOOD, IL US","372.5","0","0.0",",0","13",",0","7",",0","3",",0","0",",0","0",",0","0",",0","17",",0","2",",0","1",",0","0",",0","5","","1","","-10.0",",0,09,","0",",T,0,29,+","0",",T,0,29,+","32.8",",,0,05,","21.7",",0,05,","725.5","0","","","","","","","410.8",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","138.0",",,,0","0",",T,,0","4.64",",0","10.31",",,,0","-1.03",",,,0","",""
"USC00118324","2003-12","42.02556","-88.17833","249.6","STREAMWOOD, IL US","372.5","0","0.0",",0","10",",0","4",",0","1",",0","4",",0","1",",0","0",",0","29",",0","10",",0","0",",0","0",",0","","","","","-15.6",",0,24,","51",",,0,24,","58",",,0,24,","36.1",",,0,10,","13.3",",0,01,","1331.4","0","","","","","","","605.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.1",",,,0","89",",,,0","-1.21",",0","4.08",",,,0","-6.51",",,,0","",""
"USC00118324","2004-01","42.02556","-88.17833","249.6","STREAMWOOD, IL US","0.0","0","0.0",",0","10",",0","4",",0","0",",0","27",",0","3",",0","7",",0","30",",0","20",",0","0",",0","0",",0","2","","","","-23.9",",0,31,","76",",,0,31,+","71",",,0,05,","4.6",",,0,05,","16.1",",0,03,","2132.8","0","","","","","","","801.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.5",",,,0","226",",,,0","-7.52",",0","-2.78",",,,0","-12.25",",,,0","",""
"USC00118324","2004-02","42.02556","-88.17833","249.6","STREAMWOOD, IL US","0.0","0","0.0",",0","7",",0","3",",0","0",",0","21",",0","3",",0","3",",0","29",",0","11",",0","0",",0","0",",0","","","","","-22.8",",0,01,","152",",,0,08,+","89",",,0,03,","7.1",",,0,03,","14.4",",0,29,","2763.9","0","","","","","","","631.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.4",",,,0","188",",,,0","-3.43",",0","2.76",",,,0","-9.62",",,,0","",""
"USC00118324","2004-03","42.02556","-88.17833","249.6","STREAMWOOD, IL US","0.0","0","0.0",",0","18",",0","10",",0","2",",0","3",",0","1",",0","0",",0","18",",0","0",",0","1",",0","0",",0","1","","2","","-11.1",",0,22,+","25",",,0,18,+","33",",,0,16,","35.1",",,0,05,","23.3",",0,29,","3193.0","0","","","","","","","429.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","119.2",",,,0","48",",,,0","4.49",",0","10.75",",,,0","-1.77",",,,0","",""
"USC00118324","2004-04","42.02556","-88.17833","249.6","STREAMWOOD, IL US","6.7","0","6.7",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","15",",0","0",",0","10",",0","0",",0","","","","","-5.0",",0,05,","0",",,0,30,+","0",",,0,30,+","15.7",",,0,21,","31.1",",0,17,","3458.5","0","","","","","","","265.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.4",",,,0","0",",,,0","9.71",",0","17.54",",,,0","1.87",",,,0","",""
"USC00118324","2004-05","42.02556","-88.17833","249.6","STREAMWOOD, IL US","34.9","0","28.2",",0","19",",0","13",",0","2",",0","0",",0","0",",0","0",",0","2",",0","0",",0","22",",0","1",",0","2","","6","","-4.4",",0,03,","0",",,0,31,+","0",",,0,31,+","43.7",",,0,31,","32.8",",0,10,","3577.9","0","","","","","","","119.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","201.3",",,,0","0",",,,0","15.39",",0","22.75",",,,0","8.03",",,,0","",""
"USC00118324","2004-06","42.02556","-88.17833","249.6","STREAMWOOD, IL US","95.5","0","60.6","1,0","12",",0","7",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","26",",0","2",",0","","","3","","5.6","1,0,05,+","0",",,0,30,+","0",",,0,30,+","48.3",",,0,12,","34.4",",0,09,","3607.2","0","","","","","","","29.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","133.3",",,,0","0",",,,0","19.33","1,0","26.37",",,,0","12.29","1,,,0","",""
"USC00118324","2004-07","42.02556","-88.17833","249.6","STREAMWOOD, IL US","208.6","0","113.1",",0","11",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","5",",0","1","","1","","10.0",",0,08,","0",",,0,31,+","0",",,0,31,+","10.7",",,0,10,","34.4",",0,21,","3.4","0","","","","","","","3.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.4",",,,0","0",",,,0","21.87",",0","28.59",",,,0","15.15",",,,0","",""
"USC00118324","2004-08","42.02556","-88.17833","249.6","STREAMWOOD, IL US","277.9","0","69.3",",0","11",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","3",",0","1","","","","5.6",",0,15,","0",",,0,31,+","0",",,0,31,+","37.6",",,0,04,","33.9",",0,03,","33.6","0","","","","","","","30.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.3",",,,0","0",",,,0","19.59",",0","26.53",",,,0","12.66",",,,0","",""
"USC00118324","2004-09","42.02556","-88.17833","249.6","STREAMWOOD, IL US","334.4","0","56.5",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","0",",0","4","","","","1.1",",0,30,","0",",,0,30,+","0",",,0,30,+","4.6",",,0,16,","31.7",",0,13,+","65.8","0","","","","","","","32.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.2",",,,0","0",",,,0","19.14",",0","27.60",",,,0","10.68",",,,0","",""
"USC00118324","2004-10","42.02556","-88.17833","249.6","STREAMWOOD, IL US","334.7","0","0.3",",0","12",",0","8",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","10",",0","0",",0","4","","","","-3.3",",0,18,+","0",",,0,31,+","0",",,0,31,+","23.9",",,0,23,","26.7",",0,26,+","288.0","0","","","","","","","222.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.4",",,,0","0",",,,0","11.17",",0","18.35",",,,0","4.00",",,,0","",""
"USC00118324","2004-11","42.02556","-88.17833","249.6","STREAMWOOD, IL US","334.7","0","0.0","1,0","15",",0","8",",0","0",",0","2",",0","1",",0","0",",0","17",",0","0","1,0","0","1,0","0","1,0","3","","","","-10.6",",0,25,","76",",,0,26,+","64",",,0,25,","18.8",",,0,02,","20.0","1,0,07,","663.6","0","","","","","","","375.6","1,0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.1",",,,0","69",",,,0","5.52","1,0","11.01","1,,,0","0.02",",,,0","",""
"USC00118324","2004-12","42.02556","-88.17833","249.6","STREAMWOOD, IL US","334.7","0","0.0","1,0","8",",0","5",",0","0",",0","6",",0","1",",0","2","1,0","25","1,0","10",",0","0",",0","0",",0","3","","","","-21.1","1,0,24,","76",",,0,02,+","76",",,0,01,","9.1",",,0,07,","13.3",",0,31,","1303.1","0","","","","","","","639.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.7",",,,0","99",",,,0","-3.20","1,0","1.97",",,,0","-8.38","1,,,0","",""
"USC00118324","2005-01","42.02556","-88.17833","249.6","STREAMWOOD, IL US","0.0","0","0.0",",0","14",",0","8",",0","1",",0","25","2,0","6","1,0","6",",0","31",",0","13",",0","0",",0","0",",0","2","","1","","-20.6",",0,18,","178","2,,0,22,","163","1,,0,22,","25.4",",,0,22,","16.1",",0,13,","2007.5","0","","","","","","","704.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.9",",,,0","496","1,,,0","-4.39",",0","1.02",",,,0","-9.80",",,,0","",""
"USC00118324","2005-02","42.02556","-88.17833","249.6","STREAMWOOD, IL US","0.0","0","0.0","1,0","11",",0","6",",0","0",",0","8",",0","1",",0","0","1,0","24","1,0","4",",0","0",",0","0",",0","1","","","","-14.4","1,0,19,+","102",",,0,03,+","33",",,0,28,","17.0",",,0,14,","14.4",",0,06,","2517.8","0","","","","","","","510.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.4",",,,0","102",",,,0","-0.53","1,0","4.86",",,,0","-5.93","1,,,0","",""
"USC00118324","2005-03","42.02556","-88.17833","249.6","STREAMWOOD, IL US","0.0","0","0.0",",0","13",",0","4",",0","0",",0","6",",0","1",",0","0",",0","28",",0","6",",0","2",",0","0",",0","2","","1","","-16.7",",0,02,","51",",,0,01,","28",",,0,01,","5.6",",,0,11,","25.0",",0,31,","3077.1","0","","","","","","","559.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.9",",,,0","80",",,,0","0.29",",0","7.02",",,,0","-6.44",",,,0","",""
"USC00118324","2005-04","42.02556","-88.17833","249.6","STREAMWOOD, IL US","3.4","0","3.4",",0","9",",0","4",",0","1",",0","0",",0","0",",0","0",",0","9",",0","0",",0","10",",0","0",",0","","","","","-3.9",",0,03,","0",",,0,30,+","0",",,0,30,+","26.2",",,0,13,","31.1",",0,19,","3302.9","0","","","","","","","225.8",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.7",",,,0","0",",,,0","10.92",",0","19.30",",,,0","2.54",",,,0","",""
"USC00118324","2005-05","42.02556","-88.17833","249.6","STREAMWOOD, IL US","11.0","0","7.6",",0","9",",0","5",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","20",",0","0",",0","1","","3","","-3.9",",0,04,","0",",,0,31,+","0",",,0,31,+","21.8",",,0,19,","30.6",",0,10,","3461.0","0","","","","","","","158.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.1",",,,0","0",",,,0","13.48",",0","21.42",",,,0","5.54",",,,0","",""
"USC00118324","2005-06","42.02556","-88.17833","249.6","STREAMWOOD, IL US","175.1","0","164.1",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","17",",0","","","","","7.8",",0,01,","0",",,0,30,+","0",",,0,30,+","12.7",",,0,27,","38.3",",0,25,","3470.5","0","","","","","","","9.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.1",",,,0","0",",,,0","23.49",",0","31.82",",,,0","15.16",",,,0","",""
"USC00118324","2005-07","42.02556","-88.17833","249.6","STREAMWOOD, IL US","352.8","0","177.7",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","17",",0","","","","","9.4",",0,02,","0",",,0,31,+","0",",,0,31,+","16.8",",,0,05,","37.8",",0,25,+","2.0","0","","","","","","","2.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.5",",,,0","0",",,,0","24.00",",0","31.88",",,,0","16.13",",,,0","",""
"USC00118324","2005-08","42.02556","-88.17833","249.6","STREAMWOOD, IL US","508.7","0","155.9",",0","11",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","12",",0","2","","5","","9.4",",0,24,","0",",,0,31,+","0",",,0,31,+","37.6",",,0,20,","37.2",",0,09,","3.7","0","","","","","","","1.7",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.7",",,,0","0",",,,0","23.31",",0","31.14",",,,0","15.48",",,,0","",""
"USC00118324","2005-09","42.02556","-88.17833","249.6","STREAMWOOD, IL US","599.2","0","90.5","1,0","11",",0","7",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","29",",0","10",",0","5","","5","","3.3","1,0,30,+","0",",,0,30,+","0",",,0,30,+","13.7",",,0,23,","35.6",",0,14,","28.3","0","","","","","","","24.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.5",",,,0","0",",,,0","20.68","1,0","28.99",",,,0","12.37","1,,,0","",""
"USC00118324","2005-10","42.02556","-88.17833","249.6","STREAMWOOD, IL US","619.4","0","20.2",",0","4",",0","2",",0","1",",0","0",",0","0",",0","0",",0","7",",0","0",",0","10",",0","1",",0","1","","1","","-4.4",",0,29,+","0",",,0,31,+","0",",,0,31,+","28.7",",,0,03,","32.8",",0,05,","248.4","0","","","","","","","220.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.5",",,,0","0",",,,0","11.89",",0","19.26",",,,0","4.51",",,,0","",""
"USC00118324","2005-11","42.02556","-88.17833","249.6","STREAMWOOD, IL US","619.4","0","0.0",",0","12",",0","6",",0","0",",0","2",",0","1",",0","0",",0","20",",0","5",",0","2",",0","0",",0","1","","2","","-12.2",",0,25,","51",",,0,23,","41",",,0,23,","25.1",",,0,28,","22.8",",0,05,+","665.6","0","","","","","","","417.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.1",",,,0","67",",,,0","4.43",",0","10.82",",,,0","-1.97",",,,0","",""
"USC00118324","2005-12","42.02556","-88.17833","249.6","STREAMWOOD, IL US","619.4","0","0.0",",0","8",",0","6",",0","0",",0","24",",0","4",",0","5",",0","30",",0","17",",0","0",",0","0",",0","4","","","","-20.6",",0,08,+","152",",,0,12,+","104",",,0,09,","8.1",",,0,09,","8.9",",0,28,","1404.7","0","","","","","","","739.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.1",",,,0","286",",,,0","-5.51",",0","-0.92",",,,0","-10.10",",,,0","",""
"USC00118324","2006-01","42.02556","-88.17833","249.6","STREAMWOOD, IL US","0.0","0","0.0",",0","12",",0","6",",0","0",",0","9",",0","1",",0","0",",0","25",",0","1",",0","0",",0","0",",0","7","","","","-10.6",",0,26,","152",",,0,21,","152",",,0,21,","20.6",",,0,29,","14.4",",0,13,","1942.5","0","","","","","","","537.8",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.5",",,,0","172",",,,0","0.99",",0","5.61",",,,0","-3.64",",,,0","",""
"USC00118324","2006-02","42.02556","-88.17833","249.6","STREAMWOOD, IL US","0.0","0","0.0",",0","7",",0","3",",0","1",",0","3",",0","1",",0","2",",0","28",",0","6",",0","0",",0","0",",0","3","","","","-23.9",",0,18,","25",",,0,12,+","25",",,0,12,","28.4",",,0,17,","14.4",",0,15,","2544.3","0","","","","","","","601.8",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.6",",,,0","56",",,,0","-3.16",",0","3.17",",,,0","-9.49",",,,0","",""
"USC00118324","2006-03","42.02556","-88.17833","249.6","STREAMWOOD, IL US","0.0","0","0.0","1,0","13",",0","8",",0","1",",0","4",",0","2",",0","0","1,0","23","1,0","0",",0","1",",0","0",",0","2","","","","-11.7","1,0,04,","102",",,0,06,","89",",,0,06,","25.9",",,0,13,","21.1",",0,31,","3017.1","0","","","","","","","472.8",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.3",",,,0","143",",,,0","2.57","1,0","8.94",",,,0","-3.79","1,,,0","",""
"USC00118324","2006-04","42.02556","-88.17833","249.6","STREAMWOOD, IL US","1.9","0","1.9","1,0","17",",0","6",",0","0",",0","0",",0","0",",0","0","1,0","8","1,0","0",",0","13",",0","0",",0","1","","1","","-5.6","1,0,09,","0",",,0,30,+","0",",,0,30,+","24.6",",,0,03,","29.4",",0,15,","3215.1","0","","","","","","","198.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.6",",,,0","0",",,,0","11.50","1,0","19.78",",,,0","3.22","1,,,0","",""
"USC00118324","2006-06","42.02556","-88.17833","249.6","STREAMWOOD, IL US","","","67.3",",0","14",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","3",",0","","","7","","6.7",",0,13,+","0",",,0,30,+","0",",,0,30,+","46.0",",,0,10,","34.4",",0,18,+","","","","","","","","","22.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","109.7",",,,0","0",",,,0","19.83",",0","27.59",",,,0","12.07",",,,0","",""
"USC00118324","2006-07","42.02556","-88.17833","249.6","STREAMWOOD, IL US","","","183.8","1,0","14",",0","9",",0","2",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","14",",0","4","","4","","9.4","1,0,07,","0",",,0,31,+","0",",T,0,23,","37.6",",,0,21,","37.2",",0,30,+","0.3","0","","","","","","","0.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","135.7",",,,0","0",",T,,0","24.45","1,0","31.49",",,,0","17.42","1,,,0","",""
"USC00118324","2006-08","42.02556","-88.17833","249.6","STREAMWOOD, IL US","","","136.2",",0","11",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","5",",0","5","","3","","10.0",",0,21,+","0",",,0,31,+","0",",,0,31,+","22.1",",,0,03,","38.9",",0,01,","0.3","0","","","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.2",",,,0","0",",,,0","22.72",",0","29.88",",,,0","15.56",",,,0","",""
"USC00118324","2006-09","42.02556","-88.17833","249.6","STREAMWOOD, IL US","","","18.4",",0","11",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","0",",0","5","","3","","0.6",",0,29,","0",",,0,30,+","0",",,0,30,+","48.5",",,0,23,","30.6",",0,09,+","83.9","0","","","","","","","83.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","124.2",",,,0","0",",,,0","16.16",",0","23.19",",,,0","9.12",",,,0","",""
