"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00368361","2005-01","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","0.0","0","0.0","1,0","19",",0","14",",0","1",",0","26",",0","12",",0","4","1,0","25","1,0","16",",0","0",",0","0",",0","5","","1","","-26.7","1,0,28,","356",",,0,23,","305",",,0,23,","25.7",",,0,04,","20.6",",0,14,","1986.4","0","","","","","662.4",",0","","","","","","","","","","","","","","","","","","","","","163.7",",,,0","1014",",,,0","-3.69","1,0","0.70",",,,0","-8.07","1,,,0","","","",""
"USC00368361","2005-02","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","0.0","0","0.0",",0","15",",0","8",",0","0",",0","27",",0","7",",0","1",",0","25",",0","9",",0","0",",0","0",",0","8","","","","-20.0",",0,01,","178",",,0,04,+","155",",,0,21,","14.7",",,0,21,","15.0",",0,16,","2579.2","0","","","","","592.8",",0","","","","","","","","","","","","","","","","","","","","","68.1",",,,0","520",",,,0","-2.84",",0","2.56",",,,0","-8.23",",,,0","","","",""
"USC00368361","2005-03","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","0.0","0","0.0",",0","14",",0","7",",0","0",",0","19",",0","5",",0","3",",0","27",",0","8",",0","1",",0","0",",0","1","","1","","-18.9",",0,14,","356",",,0,02,","203",",,0,02,","13.7",",,0,02,","21.1",",0,31,","3188.0","0","","","","","608.8",",0","","","","","","","","","","","","","","","","","","","","","54.3",",,,0","444",",,,0","-1.31",",0","3.54",",,,0","-6.15",",,,0","","","",""
"USC00368361","2005-04","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","0.0","0","0.0",",0","12",",0","8",",0","1",",0","5","2,0","2",",0","0",",0","12",",0","0",",0","5",",0","0",",0","3","","","","-2.8",",0,05,","356","2,,0,04,+","419",",,0,03,","42.2",",,0,03,","26.7",",0,20,","3494.3","0","","","","","306.3",",0","","","","","","","","","","","","","","","","","","","","","142.7",",,,0","483",",,,0","8.12",",0","14.87",",,,0","1.38",",,,0","","","",""
"USC00368361","2005-05","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","0.0","0","0.0",",0","17",",0","10",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","9",",0","0",",0","8","","1","","-2.2",",0,05,","0",",,0,31,+","0",",T,0,03,+","10.4",",,0,14,","27.2",",0,11,","3736.6","0","","","","","242.3",",0","","","","","","","","","","","","","","","","","","","","","67.2",",,,0","0",",T,,0","10.52",",0","17.64",",,,0","3.40",",,,0","","","",""
"USC00368361","2005-06","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","105.9","0","105.9",",0","12",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","4",",0","7","","5","","5.6",",0,01,","0",",,0,30,+","0",",,0,30,+","24.9",",,0,29,","33.3",",0,26,","3763.5","0","","","","","26.9",",0","","","","","","","","","","","","","","","","","","","","","54.3",",,,0","0",",,,0","20.96",",0","27.17",",,,0","14.76",",,,0","","","",""
"USC00368361","2005-07","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","224.0","0","118.1",",0","13",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","3",",0","11","","8","","10.6",",0,10,+","0",",,0,31,+","0",",,0,31,+","52.6",",,0,25,","33.3",",0,14,+","3.3","0","","","","","3.3",",0","","","","","","","","","","","","","","","","","","","","","127.4",",,,0","0",",,,0","22.03",",0","28.42",",,,0","15.65",",,,0","","","",""
"USC00368361","2005-08","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","310.9","0","86.9",",0","10",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","1",",0","14","","1","","9.4",",0,25,+","0",",,0,31,+","0",",,0,31,+","71.6",",,0,31,","32.8",",0,13,","11.0","0","","","","","7.7",",0","","","","","","","","","","","","","","","","","","","","","134.7",",,,0","0",",,,0","20.89",",0","27.04",",,,0","14.73",",,,0","","","",""
"USC00368361","2005-09","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","322.1","0","11.2","2,0","13",",0","9",",0","0",",0","0",",0","0",",0","0","2,0","0","2,0","0",",0","27",",0","0",",0","13","","3","","5.6","2,0,30,","0",",,0,30,+","0",",,0,30,+","23.4",",,0,23,","28.9",",0,13,","51.2","0","","","","","40.2",",0","","","","","","","","","","","","","","","","","","","","","125.3",",,,0","0",",,,0","17.39","2,0","24.11",",,,0","10.66","2,,,0","","","",""
"USC00368361","2005-10","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","331.0","0","8.9",",0","14",",0","7",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","6",",0","0",",0","","","1","","-1.7",",0,31,+","0",",,0,31,+","0",",,0,31,+","19.3",",,0,26,","27.2",",0,05,+","289.2","0","","","","","238.0",",0","","","","","","","","","","","","","","","","","","","","","85.7",",,,0","0",",,,0","10.94",",0","15.66",",,,0","6.22",",,,0","","","",""
"USC00368361","2005-11","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","331.0","0","0.0","2,0","18",",0","11",",0","0",",0","6","3,0","5",",0","0","1,0","13","1,0","3","1,0","0","1,0","0","1,0","","","2","","-10.0","1,0,26,+","279","3,,0,26,+","218",",,0,25,","24.4",",,0,10,","20.0","1,0,16,+","625.3","0","","","","","336.1","1,0","","","","","","","","","","","","","","","","","","","","","126.3",",,,0","439",",,,0","6.24","2,0","11.21","1,,,0","1.26","1,,,0","","","",""
"USC00368361","2005-12","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","331.0","0","0.0","1,0","21",",0","9",",0","0",",0","27",",0","11",",0","1",",0","28",",0","16","1,0","0","1,0","0","1,0","2","","1","","-19.4",",0,13,","229",",,0,08,","203",",,0,03,","13.7",",,0,03,","11.1","1,0,29,","1281.9","0","","","","","656.6","1,0","","","","","","","","","","","","","","","","","","","","","60.2",",,,0","1085",",,,0","-3.45","1,0","-0.13","1,,,0","-6.77",",,,0","","","",""
"USC00368361","2006-01","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","0.0","0","0.0",",0","21",",0","11",",0","0",",0","11",",0","6",",0","0",",0","18",",0","5",",0","0",",0","0",",0","1","","","","-11.7",",0,27,","76",",,0,08,+","51",",,0,26,+","14.0",",,0,03,","16.1",",0,14,","1788.2","0","","","","","506.3",",0","","","","","","","","","","","","","","","","","","","","","73.7",",,,0","254",",,,0","2.00",",0","5.74",",,,0","-1.74",",,,0","","","",""
"USC00368361","2006-02","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","0.0","0","0.0",",0","17",",0","8",",0","0",",0","17",",0","7",",0","0",",0","26",",0","16",",0","0",",0","0",",0","1","","","","-16.1",",0,10,+","305",",,0,06,","284",",,0,06,","15.2",",,0,06,","15.0",",0,17,","2372.8","0","","","","","584.6",",0","","","","","","","","","","","","","","","","","","","","","61.2",",,,0","696",",,,0","-2.55",",0","1.44",",,,0","-6.53",",,,0","","","",""
"USC00368361","2006-03","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","0.0","0","0.0",",0","10",",0","7",",0","0",",0","4",",0","2",",0","0",",0","27",",0","5",",0","0",",0","0",",0","1","","2","","-8.9",",0,05,+","25",",,0,23,+","25",",,0,23,+","17.8",",,0,13,","19.4",",0,31,","2914.8","0","","","","","542.0",",0","","","","","","","","","","","","","","","","","","","","","51.3",",,,0","55",",,,0","0.85",",0","5.46",",,,0","-3.76",",,,0","","","",""
"USC00368361","2006-04","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","0.0","0","0.0",",0","12",",0","9",",0","1",",0","2",",0","1",",0","0",",0","14",",0","0",",0","6",",0","0",",0","6","","5","","-3.9",",0,26,","76",",,0,05,","102",",,0,05,","35.3",",,0,22,","25.0",",0,22,+","3205.9","0","","","","","291.1",",0","","","","","","","","","","","","","","","","","","","","","93.6",",,,0","102",",,,0","8.63",",0","15.86",",,,0","1.40",",,,0","","","",""
"USC00368361","2006-05","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","16.1","0","16.1",",0","15",",0","12",",0","1",",0","0",",0","0",",0","0",",0","4",",0","0",",0","14",",0","0",",0","9","","3","","-2.8",",0,07,","0",",,0,31,+","0",",,0,31,+","35.3",",,0,15,","31.7",",0,31,","3378.2","0","","","","","172.3",",0","","","","","","","","","","","","","","","","","","","","","158.2",",,,0","0",",,,0","13.30",",0","19.48",",,,0","7.11",",,,0","","","",""
"USC00368361","2006-06","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","52.0","0","35.9",",0","15",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","0",",0","11","","8","","2.2",",0,11,","0",",,0,30,+","0",",,0,30,+","16.5",",,0,29,+","31.1",",0,18,","3440.4","0","","","","","62.2",",0","","","","","","","","","","","","","","","","","","","","","95.3",",,,0","0",",,,0","17.46",",0","23.80",",,,0","11.11",",,,0","","","",""
"USC00368361","2006-07","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","152.4","0","100.4","1,0","15",",0","10",",0","4",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","30",",0","3",",0","10","","10","","8.3","1,0,06,","0",",,0,31,+","0",",,0,31,+","62.2",",,0,28,","32.2",",0,31,+","9.5","0","","","","","9.5",",0","","","","","","","","","","","","","","","","","","","","","218.2",",,,0","0",",,,0","21.41","1,0","27.20",",,,0","15.62","1,,,0","","","",""
"USC00368361","2006-08","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","230.2","0","77.8",",0","13",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","3",",0","11","","3","","6.1",",0,12,","0",",,0,31,+","0",",,0,31,+","37.6",",,0,29,","32.8",",0,03,+","25.4","0","","","","","15.9",",0","","","","","","","","","","","","","","","","","","","","","111.8",",,,0","0",",,,0","20.33",",0","26.23",",,,0","14.43",",,,0","","","",""
"USC00368361","2006-09","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","235.5","0","5.3",",0","20",",0","12",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","14",",0","0",",0","9","","4","","4.4",",0,29,","0",",,0,30,+","0",",,0,30,+","28.7",",,0,29,","26.7",",0,19,","114.2","0","","","","","88.8",",0","","","","","","","","","","","","","","","","","","","","","157.9",",,,0","0",",,,0","15.55",",0","20.17",",,,0","10.93",",,,0","","","",""
"USC00368361","2006-10","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","235.5","0","0.0",",0","19",",0","17",",0","3",",0","0",",0","1",",0","0",",0","2",",0","0",",0","3",",0","0",",0","2","","5","","-1.7",",0,30,","0",",,0,31,+","25",",,0,15,","40.6",",,0,12,","23.9",",0,10,","414.9","0","","","","","300.7",",0","","","","","","","","","","","","","","","","","","","","","212.2",",,,0","25",",,,0","8.63",",0","13.32",",,,0","3.95",",,,0","","","",""
"USC00368361","2006-11","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","235.5","0","0.0",",0","13",",0","8",",0","0",",0","2",",0","2",",0","0",",0","10",",0","1",",0","0",",0","0",",0","5","","","","-5.0",",0,23,+","102",",,0,04,+","140",",,0,03,","24.4",",,0,16,","18.3",",0,10,","778.5","0","","","","","363.6",",0","","","","","","","","","","","","","","","","","","","","","71.4",",,,0","237",",,,0","6.21",",0","10.72",",,,0","1.70",",,,0","","","",""
"USC00368361","2006-12","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","235.5","0","0.0",",0","16",",0","11",",0","1",",0","8",",0","5",",0","0",",0","22",",0","4",",0","0",",0","0",",0","","","","","-8.9",",0,09,","127",",,0,05,","127",",,0,08,+","49.8",",,0,01,","17.2",",0,01,","1270.5","0","","","","","492.0",",0","","","","","","","","","","","","","","","","","","","","","121.7",",,,0","437",",,,0","2.46",",0","6.29",",,,0","-1.36",",,,0","","","",""
"USC00368361","2007-01","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","0.0","0","0.0","1,0","28",",0","18",",0","1",",0","17",",0","13",",0","0",",0","27",",0","12","1,0","0","1,0","0","1,0","3","","","","-17.2",",0,26,","356",",,0,31,","279",",,0,29,","34.3",",,0,06,","13.9","1,0,06,","1848.9","0","","","","","578.4","1,0","","","","","","","","","","","","","","","","","","","","","159.9",",,,0","1288",",,,0","-1.00","1,0","3.06","1,,,0","-5.07",",,,0","","","",""
"USC00368361","2007-02","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","0.0","0","0.0","1,0","17",",0","6",",0","0",",0","28",",0","8",",0","7","1,0","27","1,0","21",",0","0",",0","0",",0","3","","","","-22.2","1,0,19,","381",",,0,16,","152",",,0,14,","13.7",",,0,14,","8.3",",0,21,","2583.5","0","","","","","734.6",",0","","","","","","","","","","","","","","","","","","","","","40.0",",,,0","654",",,,0","-8.73","1,0","-4.41",",,,0","-13.06","1,,,0","","","",""
"USC00368361","2007-03","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","0.3","0","0.3","1,0","12",",0","9",",0","1",",0","17",",0","6",",0","1","1,0","22","1,0","8",",0","3",",0","0",",0","5","","3","","-19.4","1,0,08,","178",",,0,17,+","132",",,0,17,","43.2",",,0,15,","25.0",",0,27,","3069.3","0","","","","","485.8",",0","","","","","","","","","","","","","","","","","","","","","93.5",",,,0","421",",,,0","2.25","1,0","7.56",",,,0","-3.05","1,,,0","","","",""
"USC00368361","2007-04","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","0.3","0","0.0","1,0","22",",0","12",",0","0",",0","8","1,0","5",",0","0","1,0","13","1,0","4",",0","3",",0","0",",0","6","","2","","-6.7","1,0,10,+","254","1,,0,08,","152",",,0,08,","14.5",",,0,26,","25.6",",0,23,","3421.2","0","","","","","351.9",",0","","","","","","","","","","","","","","","","","","","","","85.5",",,,0","468",",,,0","5.96","1,0","11.17",",,,0","0.74","1,,,0","","","",""
"USC00368361","2007-05","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","18.6","0","18.3",",0","12",",0","4",",0","1",",0","0",",0","0",",0","0",",0","2",",0","0",",0","16",",0","0",",0","9","","3","","-0.6",",0,13,","0",",,0,31,+","0",",,0,31,+","37.8",",,0,02,","30.0",",0,25,","3566.8","0","","","","","145.6",",0","","","","","","","","","","","","","","","","","","","","","70.0",",,,0","0",",,,0","14.23",",0","21.54",",,,0","6.92",",,,0","","","",""
"USC00368361","2007-06","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","73.1","0","54.5","1,0","11",",0","8",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","25",",0","0",",0","5","","9","","5.0","1,0,23,","0",",,0,30,+","0",",,0,30,+","34.0",",,0,20,","31.7",",0,19,","3605.2","0","","","","","38.4",",0","","","","","","","","","","","","","","","","","","","","","73.2",",,,0","0",",,,0","18.80","1,0","25.87",",,,0","11.72","1,,,0","","","",""
"USC00368361","2007-07","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","123.1","0","50.0",",0","12",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","3",",0","10","","7","","6.1",",0,03,+","0",",,0,31,+","0",",,0,31,+","21.3",",,0,19,","33.9",",0,10,","30.3","0","","","","","30.3",",0","","","","","","","","","","","","","","","","","","","","","67.1",",,,0","0",",,,0","18.97",",0","25.35",",,,0","12.58",",,,0","","","",""
"USC00368361","2007-08","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","202.1","0","79.0",",0","13",",0","9",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","2",",0","12","","3","","6.7",",0,19,+","0",",,0,31,+","0",",,0,31,+","38.9",",,0,08,","33.3",",0,03,","54.1","0","","","","","23.8",",0","","","","","","","","","","","","","","","","","","","","","145.9",",,,0","0",",,,0","20.11",",0","26.32",",,,0","13.91",",,,0","","","",""
"USC00368361","2007-09","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","238.4","0","36.3",",0","11",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","1",",0","11","","4","","3.3",",0,18,","0",",,0,30,+","0",",,0,30,+","29.0",",,0,09,","32.2",",0,07,","122.7","0","","","","","68.6",",0","","","","","","","","","","","","","","","","","","","","","106.3",",,,0","0",",,,0","17.26",",0","23.75",",,,0","10.76",",,,0","","","",""
"USC00368361","2007-10","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","259.8","0","21.4",",0","14",",0","8",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","15",",0","0",",0","5","","","","-2.2",",0,29,","0",",,0,31,+","0",",,0,31,+","24.6",",,0,23,","30.0",",0,09,","274.7","0","","","","","152.0",",0","","","","","","","","","","","","","","","","","","","","","85.9",",,,0","0",",,,0","14.12",",0","19.45",",,,0","8.78",",,,0","","","",""
"USC00368361","2007-11","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","259.8","0","0.0","1,0","20",",0","11",",0","1",",0","6",",0","3",",0","0","1,0","17","1,0","0",",0","0",",0","0",",0","1","","1","","-9.4","1,0,24,","152",",,0,23,","163",",,0,23,","29.5",",,0,22,","18.3",",0,01,","684.9","0","","","","","410.2",",0","","","","","","","","","","","","","","","","","","","","","141.0",",,,0","241",",,,0","4.12","1,0","8.13",",,,0","0.11","1,,,0","","","",""
"USC00368361","2007-12","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","259.8","0","0.0",",0","17",",0","12",",0","1",",0","16",",0","7",",0","0",",0","30",",0","8",",0","0",",0","0",",0","4","","","","-13.9",",0,06,","203",",,0,17,","191",",,0,17,","26.9",",,0,12,","10.6",",0,24,+","1285.8","0","","","","","600.9",",0","","","","","","","","","","","","","","","","","","","","","140.3",",,,0","485",",,,0","-1.05",",0","2.38",",,,0","-4.48",",,,0","","","",""
"USC00368361","2008-01","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","0.0","0","0.0",",0","21",",0","13",",0","0",",0","20",",0","8",",0","0",",0","27",",0","17",",0","0",",0","0",",0","2","","1","","-15.0",",0,26,","203",",,0,03,","234",",,0,20,","17.3",",,0,27,","18.9",",0,09,","1924.7","0","","","","","638.9",",0","","","","","","","","","","","","","","","","","","","","","98.4",",,,0","903",",,,0","-2.28",",0","1.61",",,,0","-6.16",",,,0","","","",""
"USC00368361","2008-02","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","0.0","0","0.0",",0","20",",0","13",",0","1",",0","18",",0","8",",0","4",",0","27",",0","16",",0","0",",0","0",",0","2","","2","","-21.1",",0,28,","203",",,0,27,","213",",,0,11,","42.7",",,0,06,","13.3",",0,05,","2601.3","0","","","","","676.6",",0","","","","","","","","","","","","","","","","","","","","","139.3",",,,0","644",",,,0","-5.00",",0","-0.16",",,,0","-9.84",",,,0","","","",""
"USC00368361","2008-03","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","0.0","0","0.0",",0","19",",0","11",",0","1",",0","18",",0","8",",0","0",",0","29",",0","9",",0","0",",0","0",",0","5","","2","","-17.2",",0,02,","381",",,0,09,","284",",,0,08,","26.9",",,0,08,","16.1",",0,04,","3205.3","0","","","","","604.0",",0","","","","","","","","","","","","","","","","","","","","","142.8",",,,0","709",",,,0","-1.15",",0","3.64",",,,0","-5.94",",,,0","","","",""
"USC00368361","2008-04","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","0.6","0","0.6","1,0","12",",0","6",",0","0",",0","0",",0","0",",0","0","1,0","9","1,0","0",",0","11",",0","0",",0","5","","1","","-5.0","1,0,03,","0",",,0,30,+","0",",,0,30,+","16.0",",,0,04,","26.7",",0,26,","3449.2","0","","","","","243.9",",0","","","","","","","","","","","","","","","","","","","","","66.5",",,,0","0",",,,0","9.99","1,0","17.41",",,,0","2.57","1,,,0","","","",""
"USC00368361","2008-05","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","3.4","0","2.8",",0","16",",0","8",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","6",",0","0",",0","5","","3","","-1.1",",0,01,","0",",,0,31,+","0",",,0,31,+","23.9",",,0,04,","27.8",",0,27,","3682.0","0","","","","","232.8",",0","","","","","","","","","","","","","","","","","","","","","88.6",",,,0","0",",,,0","10.91",",0","17.40",",,,0","4.43",",,,0","","","",""
"USC00368361","2008-06","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","75.4","0","72.0",",0","16",",0","11",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","3",",0","6","","3","","6.7",",0,02,","0",",,0,30,+","0",",,0,30,+","35.1",",,0,30,","32.8",",0,10,","3710.3","0","","","","","28.3",",0","","","","","","","","","","","","","","","","","","","","","174.6",",,,0","0",",,,0","19.79",",0","25.76",",,,0","13.82",",,,0","","","",""
"USC00368361","2008-07","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","159.3","0","83.9",",0","16",",0","11",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","0",",0","16","","7","","10.6",",0,05,+","0",",,0,31,+","0",",,0,31,+","50.3",",,0,09,","31.1",",0,19,","9.7","0","","","","","9.7",",0","","","","","","","","","","","","","","","","","","","","","208.8",",,,0","0",",,,0","20.72",",0","26.63",",,,0","14.82",",,,0","","","",""
"USC00368361","2008-08","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","195.0","0","35.7","1,0","12",",0","8",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","27",",0","0",",0","11","","4","","5.6","1,0,20,","0",",,0,31,+","0",",,0,31,+","21.8",",,0,11,","29.4",",0,25,","41.9","0","","","","","32.2",",0","","","","","","","","","","","","","","","","","","","","","72.0",",,,0","0",",,,0","18.49","1,0","24.71",",,,0","12.27","1,,,0","","","",""
"USC00368361","2008-09","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","214.1","0","19.1",",0","12",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","0",",0","12","","1","","4.4",",0,11,+","0",",,0,30,+","0",",,0,30,+","18.3",",,0,14,","30.0",",0,05,","110.1","0","","","","","68.2",",0","","","","","","","","","","","","","","","","","","","","","59.9",",,,0","0",",,,0","16.70",",0","23.72",",,,0","9.68",",,,0","","","",""
"USC00368361","2008-10","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","214.1","0","0.0",",0","15",",0","12",",0","0",",0","1","1,0","1",",0","0",",0","8",",0","0",",0","6",",0","0",",0","","","1","","-4.4",",0,23,+","25","1,,0,30,","51",",,0,30,","18.5",",,0,16,","26.1",",0,13,","405.2","0","","","","","295.1",",0","","","","","","","","","","","","","","","","","","","","","111.6",",,,0","51",",,,0","8.81",",0","14.85",",,,0","2.78",",,,0","","","",""
"USC00368361","2008-11","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","214.1","0","0.0",",0","19",",0","10",",0","1",",0","17","2,0","8",",0","0",",0","19",",0","5",",0","3",",0","0",",0","4","","","","-8.9",",0,24,+","356","2,,0,21,","378",",,0,21,","28.4",",,0,16,","22.2",",0,08,","848.6","0","","","","","443.4",",0","","","","","","","","","","","","","","","","","","","","","131.0",",,,0","1056",",,,0","3.55",",0","7.74",",,,0","-0.63",",,,0","","","",""
"USC00368361","2008-12","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","214.1","0","0.0",",0","27",",0","14",",0","0",",0","20",",0","8",",0","1",",0","28",",0","11",",0","0",",0","0",",0","1","","","","-17.8",",0,22,","178",",,0,22,","114",",,0,05,","23.9",",,0,10,","17.8",",0,29,+","1456.4","0","","","","","607.8",",0","","","","","","","","","","","","","","","","","","","","","115.7",",,,0","686",",,,0","-1.27",",0","2.86",",,,0","-5.41",",,,0","","","",""
"USC00368361","2009-01","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","0.0","0","0.0",",0","21",",0","12",",0","0",",0","30","1,0","15",",0","8",",0","31",",0","24",",0","0",",0","0",",0","1","","","","-24.4",",0,16,","432","1,,0,29,","155",",,0,29,","17.3",",,0,29,","5.6",",0,24,","2280.6","0","","","","","824.2",",0","","","","","","","","","","","","","","","","","","","","","85.1",",,,0","1298",",,,0","-8.25",",0","-3.53",",,,0","-12.98",",,,0","","","",""
"USC00368361","2009-02","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","0.0","0","0.0",",0","14",",0","8",",0","0",",0","25",",0","3",",0","2",",0","24",",0","13",",0","0",",0","0",",0","3","","","","-25.6",",0,06,","432",",,0,01,","56",",,0,19,","23.6",",,0,12,","15.6",",0,12,","2879.1","0","","","","","598.5",",0","","","","","","","","","","","","","","","","","","","","","53.1",",,,0","201",",,,0","-3.04",",0","1.91",",,,0","-8.00",",,,0","","","",""
"USC00368361","2009-03","41.8162","-80.4249","306.3","SPRINGBORO 3 WNW, PA US","","","0.0","0","0.0",",0","11",",0","7",",0","2",",0","3",",0","1",",0","0",",0","26",",0","5",",0","0",",0","0",",0","4","","1","","-15.0",",0,03,","51",",,0,30,","51",",,0,30,","38.6",",,0,11,","18.3",",0,08,","3405.3","0","","","","","526.2",",0","","","","","","","","","","","","","","","","","","","","","112.5",",,,0","59",",,,0","1.36",",0","7.57",",,,0","-4.85",",,,0","","","",""
