"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00014944","1978-08","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","310.8","0","115.2",",0","6",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","3",",0","9","","1","","10","","7.2",",0,04,","0",",,0,31,+","0",",,0,31,+","22.6",",,0,01,","32.8",",0,14,+","225.8",",,,0","17.3","0","10.6",",0","15.12",",,,0","28.58",",,,0","78.2",",,,0","","","0",",,,0","21.71",",0","27.85",",,,0","15.57",",,,0","","","260",",X","","","","","270",",X","4476",",,,0","20.6",",X","","","","","29.3",",X"
"USW00014944","1978-09","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","398.9","0","88.1",",0","5",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","7",",0","6","","1","","6","","2.2",",0,21,","0",",,0,30,+","0",",,0,30,+","32.3",",,0,11,","34.4",",0,07,","205.6",",,,0","77.9","0","60.6",",0","11.95",",,,0","24.80",",,,0","62.3",",,,0","","","0",",,,0","19.25",",0","25.87",",,,0","12.63",",,,0","","","270",",X","","","","","225",",X","5193",",,,0","16.5",",X","","","","","21.1",",X"
"USW00014944","1978-10","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","398.9","0","0.0",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","12",",0","0",",0","8",",0","0",",0","2","","","","","","-7.2",",0,23,","0",",,0,31,+","0",",,0,31,+","1.5",",,0,03,","26.7",",0,01,","","","374.1","0","296.2",",0","","","","","3.6",",,,0","","","0",",,,0","8.78",",0","16.29",",,,0","1.26",",,,0","","","350",",X","","","","","315",",X","","","13.0",",X","","","","","18.5",",X"
"USW00014944","1978-11","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","398.9","0","0.0",",0","11",",0","1",",0","0",",0","1",",0","1",",0","1",",0","23",",0","10",",0","2",",0","0",",0","13","","1","","","","-19.4",",0,28,","25",",,0,17,","28",",,0,16,","5.1",",,0,12,","24.4",",0,03,","","","936.2","0","562.1",",0","","","","","12.5",",,,0","","","75",",,,0","-0.40",",0","5.81",",,,0","-6.62",",,,0","","","280",",X","","","","","270",",X","","","14.3",",X","","","","","19.5",",X"
"USW00014944","1978-12","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","398.9","0","0.0",",0","7",",0","2",",0","0",",0","29",",0","2",",0","12",",0","31",",0","23",",0","0",",0","0",",0","5","","","","","","-25.0",",0,04,","178",",,0,03,","150",",,0,02,","7.1",",,0,02,","4.4",",0,15,","","","1804.5","0","868.3",",0","","","","","13.0",",,,0","","","242",",,,0","-9.68",",0","-4.35",",,,0","-15.00",",,,0","","","310",",X","","","","","315",",X","","","13.0",",X","","","","","17.5",",X"
"USW00014944","1979-01","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","0.0","0","0.0",",0","10",",0","4",",0","0",",0","31",",0","6",",0","24",",0","31",",0","31",",0","0",",0","0",",0","9","","1","","","","-30.6",",0,14,","457",",,0,29,+","140",",,0,26,","9.1",",,0,26,","-4.4",",0,19,+","","","2892.9","0","1088.4",",0","","","","","29.0",",,,0","","","484",",,,0","-16.78",",0","-11.74",",,,0","-21.81",",,,0","","","20",",X","","","","","360",",X","","","12.5",",X","","","","","16.4",",X"
"USW00014944","1979-02","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","0.0","0","0.0",",0","8",",0","2",",0","0",",0","28",",0","4",",0","15",",0","28",",0","25",",0","0",",0","0",",0","14","","4","","","","-32.2",",0,01,","406",",,0,02,+","51",",,0,22,","4.1",",,0,22,","1.7",",0,27,+","","","3786.7","0","893.8",",0","","","","","10.6",",,,0","","","188",",,,0","-13.59",",0","-8.03",",,,0","-19.15",",,,0","","","320",",X","","","","","315",",X","","","14.3",",X","","","","","18.5",",X"
"USW00014944","1979-03","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","0.0","0","0.0",",0","10",",0","5",",0","1",",0","20",",0","5",",0","2",",0","27",",0","10",",0","0",",0","0",",0","15","","5","","","","-20.6",",0,10,","305",",,0,04,","102",",,0,08,+","41.9",",,0,22,","10.0",",0,28,","","","4421.1","0","634.4",",0","","","","","88.3",",,,0","","","336",",,,0","-2.13",",0","2.18",",,,0","-6.45",",,,0","","","300",",X","","","","","315",",X","","","15.6",",X","","","","","22.1",",X"
"USW00014944","1979-04","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","1.4","0","1.4",",0","16",",0","6",",0","1",",0","1",",0","0",",0","0",",0","18",",0","0",",0","3",",0","0",",0","12","","","","3","","-10.6",",0,06,","25",",,0,01,","20",",,0,05,","42.2",",,0,11,","26.7",",0,18,","","","4771.0","0","349.9",",0","","","","","69.9",",,,0","","","38",",,,0","6.72",",0","12.30",",,,0","1.14",",,,0","","","320",",X","","","","","315",",X","","","15.6",",X","","","","","22.1",",X"
"USW00014944","1979-05","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","14.7","0","13.3",",0","14",",0","8",",0","2",",0","0",",0","0",",0","0",",0","2",",0","0",",0","13",",0","0",",0","4","","","","7","","-0.6",",0,04,+","0",",,0,31,+","0",",,0,31,+","49.3",",,0,09,","31.7",",0,28,","181.9","2,,,0","4953.3","0","182.3",",0","6.53","2,,,0","20.31","2,,,0","124.6",",,,0","","","0",",,,0","12.88",",0","19.33",",,,0","6.43",",,,0","","","30",",X","","","","","360",",X","5246","2,,,0","14.3",",X","","","","","21.6",",X"
"USW00014944","1979-06","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","85.2","0","70.5",",0","12",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","1",",0","5","","","","9","","6.1",",0,02,","0",",,0,30,+","0",",,0,30,+","20.3",",,0,09,","36.1",",0,14,","216.7",",,,0","4977.4","0","24.1",",0","12.96",",,,0","26.42",",,,0","76.5",",,,0","","","0",",,,0","19.88",",0","25.91",",,,0","13.85",",,,0","","","220",",X","","","","","225",",X","4363",",,,0","15.6",",X","","","","","24.7",",X"
"USW00014944","1979-07","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","240.0","0","154.8",",0","10",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","6",",0","9","","1","","11","","10.6",",0,17,","0",",,0,31,+","0",",,0,31,+","40.4",",,0,29,","34.4",",0,21,","202.5","3,,,0","0.0","0","0.0",",0","16.13","1,,,0","29.28","1,,,0","79.6",",,,0","","","0",",,,0","23.33",",0","29.09",",,,0","17.56",",,,0","","","330",",X","","","","","270",",X","3942","2,,,0","13.0",",X","","","","","20.6",",X"
"USW00014944","1979-08","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","340.8","0","100.8",",0","14",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","1",",0","13","","2","","15","","7.8",",0,25,","0",",,0,31,+","0",",,0,31,+","31.8",",,0,26,","34.4",",0,06,","151.4",",,,0","17.3","0","17.3",",0","14.57",",,,0","26.71",",,,0","110.7",",,,0","","","0",",,,0","21.03",",0","26.01",",,,0","16.05",",,,0","","","360",",X","","","","","315",",X","3697",",,,0","11.2",",X","","","","","17.0",",X"
"USW00014944","1979-09","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","387.6","0","46.8",",0","5",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","2","","","","9","","2.8",",0,21,","0",",,0,30,+","0",",,0,30,+","41.9",",,0,03,","30.6",",0,09,+","180.7",",,,0","76.1","0","58.8",",0","10.97",",,,0","24.92",",,,0","102.3",",,,0","","","0",",,,0","17.93",",0","24.78",",,,0","11.08",",,,0","","","260",",X","","","","","270",",X","3603",",,,0","13.4",",X","","","","","19.5",",X"
"USW00014944","1979-10","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","387.6","0","0.0",",0","6",",0","3",",0","1",",0","0",",0","0",",0","0",",0","7",",0","0",",0","4",",0","0",",0","6","","1","","1","","-6.1",",0,13,","0",",,0,31,+","0",",T,0,22,+","56.4",",,0,30,","23.9",",0,07,","","","366.0","0","289.9",",0","","","","","83.8",",,,0","","","0",",T,,0","8.98",",0","15.61",",,,0","2.35",",,,0","","","20",",X","","","","","315",",X","","","13.0",",X","","","","","18.5",",X"
"USW00014944","1979-11","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","387.6","0","0.0",",0","10",",0","3",",0","0",",0","10",",0","3",",0","0",",0","29",",0","9",",0","0",",0","0",",0","10","","3","","","","-16.7",",0,24,","330",",,0,24,+","216",",,0,21,","22.9",",,0,21,","17.8",",0,18,+","","","946.3","0","580.3",",0","","","","","43.8",",,,0","","","387",",,,0","-1.01",",0","4.04",",,,0","-6.06",",,,0","","","20",",X","","","","","315","3,X","","","15.6",",X","","","","","18.5","3,X"
"USW00014944","1979-12","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","387.6","0","0.0",",0","3",",0","0",",0","0",",0","10",",0","0",",0","2",",0","30",",0","10",",0","0",",0","0",",0","13","","7","","","","-22.8",",0,16,","152",",,0,01,","8",",,0,29,","0.5",",,0,29,","10.0",",0,18,+","","","1599.1","0","652.8",",0","","","","","1.1",",,,0","","","8",",,,0","-2.73",",0","2.26",",,,0","-7.72",",,,0","","","350",",X","","","","","360",",X","","","14.3",",X","","","","","19.5",",X"
"USW00014944","1980-01","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","0.0","0","0.0",",0","7",",0","0",",0","0",",0","2",",0","1",",0","11",",0","31",",0","20",",0","0",",0","0",",0","12","","2","","","","-26.7",",0,31,","51",",,0,31,+","28",",,0,30,","1.8",",,0,30,","12.8",",0,13,","","","2407.5","0","808.4",",0","","","","","4.8",",,,0","","","74",",,,0","-7.75",",0","-2.62",",,,0","-12.87",",,,0","","","290",",X","","","","","315",",X","","","19.7",",X","","","","","26.7",",X"
"USW00014944","1980-02","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","0.0","0","0.0",",0","7",",0","2",",0","0",",0","23",",0","2",",0","7",",0","26",",0","22",",0","0",",0","0",",0","16","","4","","","","-24.4",",0,01,","102",",,0,09,+","64",",,0,04,","4.3",",,0,04,","5.6",",0,26,","","","3162.6","0","755.1",",0","","","","","12.1",",,,0","","","141",",,,0","-7.71",",0","-3.54",",,,0","-11.87",",,,0","","","300",",X","","","","","315",",X","","","13.4",",X","","","","","17.0",",X"
"USW00014944","1980-03","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","0.0","0","0.0",",0","10",",0","3",",0","0",",0","3",",0","2",",0","1",",0","26",",0","6",",0","0",",0","0",",0","13","","","","1","","-20.0",",0,01,","25",",,0,29,+","43",",,0,29,","5.3",",,0,29,","17.2",",0,19,","","","3736.4","0","573.8",",0","","","","","18.0",",,,0","","","147",",,,0","-0.18",",0","5.18",",,,0","-5.54",",,,0","","","350",",X","","","","","360",",X","","","13.0",",X","","","","","17.5",",X"
"USW00014944","1980-04","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","12.3","0","12.3",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","12",",0","0",",0","11",",0","2",",0","6","","1","","1","","-6.1",",0,14,","0",",,0,30,+","0",",T,0,08,+","12.4",",,0,03,","33.9",",0,21,+","","","3997.0","0","260.6",",0","","","","","19.5",",,,0","","","0",",T,,0","10.06",",0","17.83",",,,0","2.28",",,,0","","","330",",X","","","","","270",",X","","","13.9",",X","","","","","19.0",",X"
"USW00014944","1980-05","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","37.0","0","24.7",",0","8",",0","4",",0","1",",0","0",",0","0",",0","0",",0","3",",0","0",",0","17",",0","0",",0","7","","2","","2","","-3.3",",0,08,","0",",,0,31,+","0",",,0,31,+","39.9",",,0,29,","30.6",",0,25,","196.1",",,,0","4135.4","0","138.4",",0","7.33",",,,0","22.45",",,,0","64.0",",,,0","","","0",",,,0","14.67",",0","22.13",",,,0","7.20",",,,0","","","150",",X","","","","","180",",X","3665","1,,,0","15.6",",X","","","","","30.8",",X"
"USW00014944","1980-06","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","118.8","0","81.8",",0","11",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","2",",0","5","","","","11","","4.4",",0,08,","0",",,0,30,+","0",",,0,30,+","22.9",",,0,02,","34.4",",0,26,","214.4",",,,0","4154.3","0","18.9",",0","13.66",",,,0","27.39",",,,0","55.3",",,,0","","","0",",,,0","20.43",",0","26.73",",,,0","14.13",",,,0","","","360",",X","","","","","360",",X","3833","1,,,0","20.6",",X","","","","","26.7",",X"
"USW00014944","1980-07","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","277.3","0","158.5",",0","10",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","12",",0","2","","","","13","","8.9",",0,31,","0",",,0,31,+","0",",,0,31,+","27.7",",,0,04,","37.8",",0,11,","257.4",",,,0","0.6","0","0.6",",0","16.17",",,,0","30.95",",,,0","41.6",",,,0","","","0",",,,0","23.43",",0","30.77",",,,0","16.08",",,,0","","","190",",X","","","","","360",",X","3795",",,,0","14.3",",X","","","","","20.0",",X"
"USW00014944","1980-08","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","389.9","0","112.6",",0","14",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","6",",0","10","","2","","11","","10.0",",0,05,","0",",,0,31,+","0",",,0,31,+","16.8",",,0,31,","35.6",",0,07,","223.1",",,,0","8.9","0","8.3",",0","14.04",",,,0","27.16",",,,0","74.4",",,,0","","","0",",,,0","21.70",",0","27.75",",,,0","15.64",",,,0","","","180",",X","","","","","270",",X","5227","2,,,0","21.5",",X","","","","","28.3",",X"
"USW00014944","1980-09","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","429.6","0","39.7",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","22",",0","3",",0","6","","3","","5","","0.0",",0,26,","0",",,0,30,+","0",",,0,30,+","10.2",",,0,06,","33.9",",0,08,","177.9",",,,0","98.5","0","89.6",",0","8.98",",,,0","22.51",",,,0","20.1",",,,0","","","0",",,,0","16.67",",0","24.21",",,,0","9.13",",,,0","","","310",",X","","","","","180","1,X","4795",",,,0","13.4",",X","","","","","18.0","1,X"
"USW00014944","1980-10","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","432.4","0","2.8",",0","5",",0","2",",0","0",",0","2",",0","0",",0","0",",0","16",",0","0",",0","6",",0","0",",0","7","","","","2","","-8.3",",0,28,","25",",,0,28,+","18",",,0,27,","24.4",",,0,16,","31.7",",0,09,","","","436.6","0","338.1",",0","","","","","34.6",",,,0","","","21",",,,0","7.52",",0","14.25",",,,0","0.79",",,,0","","","200",",X","","","","","180",",X","","","18.3",",X","","","","","27.8",",X"
"USW00014944","1980-11","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","432.4","0","0.0",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","0",",0","0",",0","0",",0","5","","","","","","-10.6",",0,28,+","0",",,0,30,+","10",",,0,13,","0.5",",,0,13,","18.9",",0,06,","","","908.0","0","471.4",",0","","","","","0.5",",,,0","","","10",",,,0","2.62",",0","9.23",",,,0","-4.00",",,,0","","","310",",X","","","","","315",",X","","","17.4",",X","","","","","26.2",",X"
"USW00014944","1980-12","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","432.4","0","0.0",",0","5",",0","1",",0","0",",0","8",",0","1",",0","5",",0","29",",0","16",",0","0",",0","0",",0","10","","2","","","","-24.4",",0,24,","102",",,0,03,+","94",",,0,01,","3.8",",,0,01,","10.6",",0,17,","","","1663.5","0","755.5",",0","","","","","7.4",",,,0","","","117",",,,0","-6.04",",0","-1.34",",,,0","-10.74",",,,0","","","170",",X","","","","","315",",X","","","13.0",",X","","","","","18.0",",X"
"USW00014944","1981-01","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","0.0","0","0.0",",0","3",",0","1",",0","0",",0","0",",0","1",",0","6",",0","31",",0","16",",0","0",",0","0",",0","1","","","","","","-23.3",",0,11,","0",",T,0,28,+","28",",,0,31,","2.5",",,0,31,","18.9",",0,24,","","","2400.0","0","736.5",",0","","","","","3.1",",,,0","","","36",",,,0","-5.43",",0","0.98",",,,0","-11.83",",,,0","","","300",",X","","","","","315",",X","","","13.4",",X","","","","","20.6",",X"
"USW00014944","1981-02","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","0.0","0","0.0",",0","7",",0","1",",0","0",",0","9",",0","1",",0","8",",0","24",",0","11",",0","1",",0","0",",0","2","","","","2","","-32.2",",0,11,","51",",,0,11,+","41",",,0,10,","3.3",",,0,27,","21.1",",0,17,","","","3007.5","0","607.5",",0","","","","","8.5",",,,0","","","79",",,,0","-3.36",",0","3.10",",,,0","-9.83",",,,0","","","340",",X","","","","","360",",X","","","15.6",",X","","","","","21.1",",X"
"USW00014944","1981-03","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","0.0","0","0.0",",0","5",",0","2",",0","1",",0","0",",0","0",",0","0",",0","24",",0","0",",0","1",",0","0",",0","6","","1","","5","","-12.2",",0,07,","0",",,0,31,+","0",",T,0,31,","34.8",",,0,28,","21.1",",0,28,","","","3465.1","0","457.6",",0","","","","","47.3",",,,0","","","0",",T,,0","3.57",",0","11.46",",,,0","-4.31",",,,0","","","270",",X","","","","","270",",X","","","16.1",",X","","","","","24.2",",X"
"USW00014944","1981-04","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","7.3","0","7.3",",0","10",",0","2",",0","0",",0","1",",0","0",",0","0",",0","4",",0","0",",0","12",",0","1",",0","3","","1","","4","","-3.9",",0,14,","25",",,0,04,","13",",,0,04,","4.6",",,0,03,","32.8",",0,27,","178.4","2,,,0","3664.5","0","199.4",",0","3.95","4,,,0","17.63","2,,,0","14.9",",,,0","","","13",",,,0","11.93",",0","19.28",",,,0","4.57",",,,0","","","320",",X","","","","","315",",X","6848",",,,0","14.3",",X","","","","","21.6",",X"
"USW00014944","1981-05","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","21.2","0","13.9",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","18",",0","0",",0","4","","","","5","","-3.9",",0,10,","0",",,0,31,+","0",",,0,31,+","7.1",",,0,12,","31.1",",0,31,","219.7","2,,,0","3794.6","0","130.1",",0","6.48","2,,,0","20.48","2,,,0","15.5",",,,0","","","0",",,,0","14.58",",0","21.84",",,,0","7.33",",,,0","","","180",",X","","","","","180",",X","5954",",,,0","14.3",",X","","","","","23.6",",X"
"USW00014944","1981-06","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","115.0","0","93.8",",0","13",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","4",",0","3","","","","12","","8.9",",0,10,","0",",,0,30,+","0",",,0,30,+","24.9",",,0,12,","35.6",",0,23,+","262.8",",,,0","3798.2","0","3.6",",0","12.51",",,,0","26.57",",,,0","99.0",",,,0","","","0",",,,0","21.34",",0","28.70",",,,0","13.98",",,,0","","","330",",X","","","","","225",",X","4815",",,,0","16.5",",X","","","","","32.4",",X"
"USW00014944","1981-07","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","299.7","0","184.7",",0","12",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","11",",0","8","","","","5","","11.1",",0,09,","0",",,0,31,+","0",",,0,31,+","49.8",",,0,03,","37.8",",0,14,","217.5",",,,0","3.6","0","3.6",",0","16.71",",,,0","29.09","1,,,0","98.9",",,,0","","","0",",,,0","24.18",",0","29.63",",,,0","18.73",",,,0","","","170",",X","","","","","180",",X","4031","3,,,0","11.2",",X","","","","","14.9",",X"
"USW00014944","1981-08","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","409.5","0","109.8",",0","12",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","2",",0","13","","","","5","","8.9",",0,18,","0",",,0,31,+","0",",,0,31,+","14.2",",,0,25,","34.4",",0,12,","192.4",",,,0","7.7","0","4.1",",0","14.80",",,,0","26.31",",,,0","57.8",",,,0","","","0",",,,0","21.74",",0","27.45",",,,0","16.03",",,,0","","","330",",X","","","","","315",",X","4272",",,,0","13.0",",X","","","","","24.7",",X"
"USW00014944","1981-09","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","442.0","0","32.5",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","2",",0","6","","1","","2","","0.6",",0,17,","0",",,0,30,+","0",",,0,30,+","6.1",",,0,06,","35.0",",0,10,+","175.9",",,,0","74.1","0","66.4",",0","8.28",",,,0","23.24",",,,0","12.8",",,,0","","","0",",,,0","17.20",",0","25.37",",,,0","9.04",",,,0","","","300",",X","","","","","270",",X","4659",",,,0","13.9",",X","","","","","22.1",",X"
"USW00014944","1981-10","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","442.0","0","0.0",",0","11",",0","5",",0","0",",0","1",",0","0",",0","0",",0","11",",0","0",",0","5",",0","0",",0","8","","1","","3","","-8.3",",0,23,","25",",,0,24,","20",",,0,24,","24.9",",,0,13,","23.9",",0,10,","","","354.3","0","280.2",",0","","","","","62.3",",,,0","","","20",",,,0","9.29",",0","15.40",",,,0","3.19",",,,0","","","350",",X","","","","","315",",X","","","13.0",",X","","","","","20.6",",X"
"USW00014944","1981-11","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","442.0","0","0.0",",0","5",",0","3",",0","0",",0","6",",0","2",",0","0",",0","19",",0","4",",0","0",",0","0",",0","15","","5","","1","","-12.8",",0,20,","76",",,0,20,+","157",",,0,30,","11.9",",,0,30,+","20.6",",0,13,+","","","778.8","0","424.5",",0","","","","","30.7",",,,0","","","226",",,,0","4.18",",0","10.00",",,,0","-1.64",",,,0","","","60",",X","","","","","360",",X","","","13.0",",X","","","","","17.5",",X"
"USW00014944","1981-12","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","442.0","0","0.0",",0","8",",0","1",",0","0",",0","26",",0","2",",0","9",",0","31",",0","20",",0","0",",0","0",",0","16","","1","","","","-30.0",",0,18,","178",",,0,02,+","51",",,0,13,","3.8",",,0,13,","5.6",",0,06,","","","1588.2","0","809.4",",0","","","","","9.7",",,,0","","","141",",,,0","-7.78",",0","-2.75",",,,0","-12.80",",,,0","","","310",",X","","","","","315",",X","","","14.8",",X","","","","","24.2",",X"
"USW00014944","1982-01","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","0.0","0","0.0",",0","13",",0","2",",0","0",",0","31",",0","5",",0","25",",0","31",",0","30",",0","0",",0","0",",0","11","","2","","","","-32.2",",0,10,","457",",,0,25,","208",",,0,22,","8.6",",,0,22,","5.0",",0,27,","","","2643.1","0","1054.9",",0","","","","","19.4",",,,0","","","431",",,,0","-15.70",",0","-9.66",",,,0","-21.74",",,,0","","","290",",X","","","","","270",",X","","","15.6",",X","","","","","22.1",",X"
"USW00014944","1982-02","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","0.0","0","0.0",",0","5",",0","0",",0","0",",0","22",",0","0",",0","9",",0","27",",0","16",",0","1",",0","0",",0","14","","6","","","","-27.2",",0,05,+","229",",,0,07,+","15",",,0,04,","1.5",",,0,17,","21.1",",0,22,","","","3340.3","0","697.2",",0","","","","","3.4",",,,0","","","25",",,,0","-6.57",",0","-1.09",",,,0","-12.04",",,,0","","","350",",X","","","","","360",",X","","","12.5",",X","","","","","16.4",",X"
"USW00014944","1982-03","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","0.0","0","0.0",",0","12",",0","2",",0","0",",0","2",",0","0",",0","0",",0","22",",0","8",",0","0",",0","0",",0","10","","2","","1","","-16.7",",0,07,","25",",,0,21,+","13",",,0,03,","21.3",",,0,19,","16.1",",0,31,","","","3894.9","0","554.6",",0","","","","","30.0",",,,0","","","47",",,,0","0.44",",0","5.23",",,,0","-4.34",",,,0","","","260",",X","","","","","270",",X","","","18.3",",X","","","","","24.7",",X"
"USW00014944","1982-04","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","2.2","0","2.2",",0","14",",0","6",",0","0",",0","6",",0","4",",0","0",",0","16",",0","6",",0","7",",0","0",",0","9","","","","5","","-15.0",",0,06,","127",",,0,09,","56",",,0,08,","12.2",",,0,16,+","28.3",",0,15,","","","4249.0","0","354.1",",0","","","","","47.5",",,,0","","","191",",,,0","6.60",",0","13.46",",,,0","-0.25",",,,0","","","330",",X","","","","","315",",X","","","20.6",",X","","","","","29.3",",X"
